x,y
0.25,0.0
0.4494949494949495,0.011937607168872573
0.648989898989899,0.03026765788744255
0.8484848484848485,0.055323577388358566
1.047979797979798,0.08711295771222421
1.2474747474747474,0.12508187543930432
1.446969696969697,0.1694187594928853
1.6464646464646466,0.22073489526763593
1.845959595959596,0.2792949636195822
2.0454545454545454,0.34495197195042687
2.244949494949495,0.41875574713866853
2.4444444444444446,0.4990906760481814
2.643939393939394,0.5857070337053998
2.8434343434343434,0.6788155600988803
3.0429292929292933,0.7775513404991365
3.2424242424242427,0.8813566908273471
3.441919191919192,0.9890966046979764
3.6414141414141414,1.0994374044785817
3.840909090909091,1.213319712654483
4.040404040404041,1.3301430640868852
4.23989898989899,1.4487272053204183
4.4393939393939394,1.5694728179364867
4.638888888888889,1.6922132536596362
4.838383838383838,1.8162506287155407
5.037878787878788,1.9414797964803114
5.237373737373738,2.0678538035516523
5.436868686868687,2.1954480857189167
5.636363636363637,2.324409961977923
5.8358585858585865,2.4547867723222287
6.0353535353535355,2.586767622578122
6.234848484848485,2.7203102869873788
6.434343434343434,2.855453179210406
6.633838383838384,2.992153485337269
6.833333333333334,3.12980733453264
7.032828282828283,3.2678813742078527
7.232323232323233,3.406363924257119
7.431818181818182,3.545381409043522
7.6313131313131315,3.6849500956667796
7.830808080808081,3.825072237859374
8.030303030303031,3.965911250282145
8.22979797979798,4.107474815174963
8.429292929292929,4.249732721378597
8.628787878787879,4.392626984823204
8.828282828282829,4.536125949104372
9.027777777777779,4.680207965692767
9.227272727272728,4.825012495679412
9.426767676767676,4.9706885157661
9.626262626262626,5.1172095196003395
9.825757575757576,5.26455075043785
10.025252525252526,5.412695379240512
10.224747474747476,5.5616222009733525
10.424242424242424,5.711308888201599
10.623737373737374,5.8617128701428385
10.823232323232324,6.012571284809386
11.022727272727273,6.16381070950457
11.222222222222223,6.3154187351408835
11.421717171717173,6.467385379291833
11.621212121212121,6.619754086962189
11.820707070707071,6.772540897338611
12.02020202020202,6.925733549168672
12.21969696969697,7.079320391754719
12.41919191919192,7.233378356477107
12.618686868686869,7.388268162716192
12.818181818181818,7.544009356344341
13.017676767676768,7.7005846712748856
13.217171717171718,7.857977361379537
13.416666666666668,8.016172992214786
13.616161616161616,8.175171472116709
13.815656565656566,8.334960739528558
14.015151515151516,8.495525729660592
14.214646464646465,8.656851804143237
14.414141414141415,8.818921406995331
14.613636363636363,8.981654949972075
14.813131313131313,9.145016327150847
15.012626262626263,9.308992942138264
15.212121212121213,9.473575551135704
15.411616161616163,9.638752736890787
15.611111111111112,9.80437953818027
15.81060606060606,9.969780855139474
16.01010101010101,10.134874826129405
16.20959595959596,10.299670667709927
16.40909090909091,10.464178161616584
16.608585858585858,10.628403290339545
16.80808080808081,10.792400027378013
17.007575757575758,10.956883956096668
17.20707070707071,11.122079386528675
17.406565656565657,11.287976016838131
17.606060606060606,11.454563568212365
17.805555555555557,11.621831704794895
18.005050505050505,11.789770738753646
18.204545454545457,11.958368676979871
18.404040404040405,12.1276052994991
18.603535353535353,12.297470319793465
18.803030303030305,12.467954885703152
19.002525252525253,12.639050676447297
19.202020202020204,12.810749089908509
19.401515151515152,12.98304158571203
19.6010101010101,13.155924923874528
19.800505050505052,13.32946474445486
20.0,13.501706609013835
