x,y
0.25,0.0
0.4494949494949495,0.008793509481118181
0.648989898989899,0.02242894532080502
0.8484848484848485,0.04071667057095256
1.047979797979798,0.06404934953417514
1.2474747474747474,0.09241844370942238
1.446969696969697,0.12565251079969397
1.6464646464646466,0.16348388878926493
1.845959595959596,0.20556313783285893
2.0454545454545454,0.2536902621947256
2.244949494949495,0.3061645674223444
2.4444444444444446,0.36431149660813794
2.643939393939394,0.42774752548836653
2.8434343434343434,0.4967309363025931
3.0429292929292933,0.5720221640978465
3.2424242424242427,0.6520093026930617
3.441919191919192,0.7360002242313612
3.6414141414141414,0.8255180319556629
3.840909090909091,0.9194553367114879
4.040404040404041,1.0175700099971352
4.23989898989899,1.1196652307318906
4.4393939393939394,1.2251173512592428
4.638888888888889,1.3332309391809374
4.838383838383838,1.4431491603244857
5.037878787878788,1.5555137033210353
5.237373737373738,1.6706768184055527
5.436868686868687,1.7876556977417155
5.636363636363637,1.9059165017529092
5.8358585858585865,2.0256946411952685
6.0353535353535355,2.147141328608556
6.234848484848485,2.2699880123034526
6.434343434343434,2.39378012236491
6.633838383838384,2.518466812163123
6.833333333333334,2.6440290952649326
7.032828282828283,2.7704335952774364
7.232323232323233,2.8977147638613556
7.431818181818182,3.0260208457895743
7.6313131313131315,3.155322075974112
7.830808080808081,3.285688985105566
8.030303030303031,3.417261468005519
8.22979797979798,3.5500012510393937
8.429292929292929,3.6839034766720737
8.628787878787879,3.8189998189810845
8.828282828282829,3.955257841828071
9.027777777777779,4.092559149145664
9.227272727272728,4.230294150309353
9.426767676767676,4.368341489362836
9.626262626262626,4.5066879979011905
9.825757575757576,4.645377938373739
10.025252525252526,4.784490564617615
10.224747474747476,4.9240117598357145
10.424242424242424,5.063927451959418
10.623737373737374,5.204314911619668
10.823232323232324,5.345256144459503
11.022727272727273,5.486735116678296
11.222222222222223,5.628736480902177
11.421717171717173,5.771235657682367
11.621212121212121,5.914198069985245
11.820707070707071,6.057609762052173
12.02020202020202,6.201458688603708
12.21969696969697,6.345740512299781
12.41919191919192,6.490615884716384
12.618686868686869,6.636139428719837
12.818181818181818,6.782296404486207
13.017676767676768,6.929072569330758
13.217171717171718,7.076454621817408
13.416666666666668,7.224434834179298
13.616161616161616,7.373001642911572
13.815656565656566,7.522142482172539
14.015151515151516,7.67184518561399
14.214646464646465,7.8220979268460065
14.414141414141415,7.972759753053726
14.613636363636363,8.123709665360568
14.813131313131313,8.274941658250775
15.012626262626263,8.426450338367777
15.212121212121213,8.578227705121094
15.411616161616163,8.730271778864857
15.611111111111112,8.882622884961517
15.81060606060606,9.035285587232142
16.01010101010101,9.188253345657417
16.20959595959596,9.341520422708431
16.40909090909091,9.495079880316464
16.608585858585858,9.648933418966088
16.80808080808081,9.803324209419227
17.007575757575758,9.958356626969843
17.20707070707071,10.114020898243679
17.406565656565657,10.270307521599069
17.606060606060606,10.427207653943587
17.805555555555557,10.584711442832893
18.005050505050505,10.742810614476324
18.204545454545457,10.901507107656071
18.404040404040405,11.060796719713295
18.603535353535353,11.22067098591441
18.803030303030305,11.38112162144814
19.002525252525253,11.542140516362416
19.202020202020204,11.703719730677753
19.401515151515152,11.865847309833955
19.6010101010101,12.028465336841384
19.800505050505052,12.191554008996937
20.0,12.353651122241342
