x,y
0.25,0.0
0.4494949494949495,0.014193047526841182
0.648989898989899,0.03593800888070224
0.8484848484848485,0.06578149666895527
1.047979797979798,0.10304217937477386
1.2474747474747474,0.14800525425994118
1.446969696969697,0.20097630357727603
1.6464646464646466,0.2626446005346791
1.845959595959596,0.33318150750573516
2.0454545454545454,0.4124582335176625
2.244949494949495,0.4988881783868752
2.4444444444444446,0.5929098740188481
2.643939393939394,0.6934880346103666
2.8434343434343434,0.7995265247781905
3.0429292929292933,0.9090828019654997
3.2424242424242427,1.0225398459258952
3.441919191919192,1.1394907336057913
3.6414141414141414,1.2585940154915243
3.840909090909091,1.3802922742337087
4.040404040404041,1.5038613862055008
4.23989898989899,1.6288574435004104
4.4393939393939394,1.7552155108160772
4.638888888888889,1.8830425812681741
4.838383838383838,2.012471309154082
5.037878787878788,2.1436978747043183
5.237373737373738,2.2767850613722773
5.436868686868687,2.4117510477061024
5.636363636363637,2.54854808344392
5.8358585858585865,2.686312996507163
6.0353535353535355,2.8245657833477593
6.234848484848485,2.963367900617745
6.434343434343434,3.1028303522361433
6.633838383838384,3.2429481857852305
6.833333333333334,3.383908879873348
7.032828282828283,3.5257175492559005
7.232323232323233,3.668318908958484
7.431818181818182,3.8116436888921092
7.6313131313131315,3.955662401587216
7.830808080808081,4.100528626988341
8.030303030303031,4.246419741411054
8.22979797979798,4.393299145160448
8.429292929292929,4.541136785878147
8.628787878787879,4.689906876756249
8.828282828282829,4.839577686276665
9.027777777777779,4.990063899914517
9.227272727272728,5.141054290940299
9.426767676767676,5.29248873445507
9.626262626262626,5.444350717464654
9.825757575757576,5.59667199931239
10.025252525252526,5.749487155675336
10.224747474747476,5.902779636877147
10.424242424242424,6.056533834408638
10.623737373737374,6.211090746590037
10.823232323232324,6.366660004260254
11.022727272727273,6.523217338717428
11.222222222222223,6.680739343605701
11.421717171717173,6.839209913183116
11.621212121212121,6.998625019989304
11.820707070707071,7.158963840100957
12.02020202020202,7.320205636789477
12.21969696969697,7.48232296142192
12.41919191919192,7.64521937047457
12.618686868686869,7.808855238205073
12.818181818181818,7.973213704343132
13.017676767676768,8.138278741353146
13.217171717171718,8.303890557887724
13.416666666666668,8.46924976303535
13.616161616161616,8.634247911334898
13.815656565656566,8.798897344848864
14.015151515151516,8.963209442422466
14.214646464646465,9.127230212229074
14.414141414141415,9.291767518435563
14.613636363636363,9.45714373450789
14.813131313131313,9.623344538328789
15.012626262626263,9.790355098202756
15.212121212121213,9.958159854945503
15.411616161616163,10.12674517512475
15.611111111111112,10.296084848327482
15.81060606060606,10.466164537844215
16.01010101010101,10.636971968991183
16.20959595959596,10.808497174699093
16.40909090909091,10.980727575231759
16.608585858585858,11.153659826366694
16.80808080808081,11.327372661214628
17.007575757575758,11.501876113358787
17.20707070707071,11.677158749150676
17.406565656565657,11.8532093811831
17.606060606060606,12.03001783964428
17.805555555555557,12.207572399512465
18.005050505050505,12.385622821422675
18.204545454545457,12.563602505881633
18.404040404040405,12.74149011909568
18.603535353535353,12.919287735777774
18.803030303030305,13.09699695127913
19.002525252525253,13.274619544254385
19.202020202020204,13.45215797148604
19.401515151515152,13.629670833505715
19.6010101010101,13.807413324459645
19.800505050505052,13.985409691214507
20.0,14.161318625511429
